Gene,NM_ID,S0_Ms1-10,S0_Ms1-7,S0_Ms1-8,S0_Ms1-9,S0_Ms1-5,S2_Ms2-4,S2_Ms2-6,S2_Ms2-8,S2_Ms2-10,S2_Ms2-7,S5_Ms3-4,S5_Ms3-3,S5_Ms3-7,S5_Ms3-8,S5_Ms3-10,S8_Ms4-1,S8_Ms4-2,S8_Ms4-3,S8_Ms4-4,S8_Ms4-6,S12_Ms5-1,S12_Ms5-2,S12_Ms5-3,S12_Ms5-4,S12_Ms5-5,S16_Ms6-1,S16_Ms6-2,S16_Ms6-4,S16_Ms6-5,S16_Ms6-6,T0_Ms1-10,T0_Ms1-7,T0_Ms1-8,T0_Ms1-9,T0_Ms1-5,T2_Ms2-4,T2_Ms2-6,T2_Ms2-8,T2_Ms2-10,T2_Ms2-7,T5_Ms3-4,T5_Ms3-8,T5_Ms3-10,T5_Ms3-7,T5_Ms3-3,T8_Ms4-1,T8_Ms4-2,T8_Ms4-3,T8_Ms4-4,T8_Ms4-6,T12_Ms5-1,T12_Ms5-2,T12_Ms5-3,T12_Ms5-4,T12_Ms5-5,T16_Ms6-1,T16_Ms6-2,T16_Ms6-4,T16_Ms6-5,T16_Ms6-6,L0_Ms1-10,L0_Ms1-7,L0_Ms1-8,L0_Ms1-9,L0_Ms1-5,L2_Ms2-4,L2_Ms2-6,L2_Ms2-8,L2_Ms2-10,L2_Ms2-7,L5_Ms3-4,L5_Ms3-3,L5_Ms3-7,L5_Ms3-8,L5_Ms3-10,L8_Ms4-1,L8_Ms4-2,L8_Ms4-4,L8_Ms4-6,L8_Ms4-3,L12_Ms5-1,L12_Ms5-2,L12_Ms5-3,L12_Ms5-4,L12_Ms5-5,L16_Ms6-1,L16_Ms6-2,L16_Ms6-4,L16_Ms6-5,L16_Ms6-6,B0_Ms1-10,B0_Ms1-7,B0_Ms1-9,B0_Ms1-5,B0_Ms1-8,B2_Ms2-4,B2_Ms2-6,B2_Ms2-10,B2_Ms2-7,B2_Ms2-8,B5_Ms3-4,B5_Ms3-8,B5_Ms3-7,B5_Ms3-3,B5_Ms3-10,B8_Ms4-2,B8_Ms4-1,B8_Ms4-3,B8_Ms4-4,B8_Ms4-6,B12_Ms5-1,B12_Ms5-2,B12_Ms5-4,B12_Ms5-5,B12_Ms5-3,B16_Ms6-1,B16_Ms6-2,B16_Ms6-5,B16_Ms6-6,B16_Ms6-4
Lcp1,NM_001247984.1,8529.99,7474.7,9186.99,7908.46,8114.92,9220.18,9671.52,9965.4,7376.44,8288.73,9455.61,9675.06,9512.58,9862.28,9034.04,2415.65,3197.78,2226.33,1814.22,1975.14,4030.03,2749.74,6735.73,6183.72,5500.16,8739.49,7361.86,7649.89,7383.38,7403.39,576.47,349.61,1213.49,859.19,504.22,453.17,444.62,476.91,315.88,657.26,592.49,779.61,711.36,453.53,560.09,824.86,471.96,2307.31,1453.49,597.06,518.44,548.41,965.91,775.27,767.93,1483.25,1470.47,489.8,702.7,1143.4,8931.68,8444.44,9363.35,9304.83,9887.54,7385.1,8135.21,9370.12,8223.82,7174.37,9003.57,10261.25,9453.13,9684.43,9296.73,10549.43,9525.01,10566.76,7883.74,9666.92,7322.31,9524.88,10599.36,10422.2,10284.6,8311.83,8396.82,9123.16,10576.96,8630.52,6647.46,6306.18,6047.02,7730.64,5976.61,7609.51,6264.89,6957.46,6682.94,7109.1,3702.9,3390.05,3327.86,4150.57,4182.22,12372.62,23443.63,17216.32,18338.88,19750.65,7664.64,8081.94,6624.07,7363.06,7520.55,4854.59,5653.61,4943.77,5342.12,5537.67
Lgals3,NM_001145953.1,1337.4,1159.18,1298.48,1228.56,1517.26,2730.53,3606.06,2518.95,1755.96,3516.47,2839.72,3251.73,3010.64,3199.8,2737.47,1272.89,989.57,896.82,717.67,837.54,1371.09,1109.73,2249.41,1646.12,1782.03,1706.52,1396.83,1541.22,1383.91,1447.22,6269.65,4693.44,10700.19,11325.46,6211.45,9714.44,11212.84,10201.94,13415.04,15168.22,14262.88,21476.42,19946.81,17560.04,16251.82,20200.07,9837.96,12517.6,11509.11,14960.27,8548.85,11368.66,8813.97,10043.04,8577.71,12451.15,11124.37,7639.34,6093.1,10919.56,1274.68,1380.49,1323.04,1594.22,1262.21,3731.17,3603.52,2978.71,2381.95,4991.07,1926.93,1938.01,2216.3,2599.96,2443.73,4522.76,1787.65,3496.76,2794.53,3354.23,1781.87,2246.47,1574.58,1490.67,2015.68,2308.54,1785.71,1902.45,1614.66,1343.81,2599.06,2539.52,2947.51,3269.11,2641.18,4138.5,5580.28,4098.46,3790.55,3995.23,1761.46,1930.53,1591.05,1868.65,2320.06,5457.14,9053.34,8222.72,9528.97,9432.32,3639.9,4243.45,3540.93,4096.89,4105.51,1848.4,2921.2,2422.65,2770.76,2941.12
Lif,NM_008501.2,30.29,24.74,25.94,29.91,46.12,66.89,46.31,45.77,14.05,45,48.34,36.06,31.35,39.55,46.89,19.38,15.32,12.09,11.16,8.59,26.99,20.04,44.99,13.45,24.7,48.42,34.34,35.28,22.6,24.43,26.13,21.71,47.11,29.67,19.58,110.58,112.69,114.83,57.63,124.52,75.93,103.2,132.94,89.55,96.39,95.21,32.6,59.69,57.62,92.81,38.4,49.14,37.72,34.1,50.79,25.6,43.21,31.33,38.84,42.96,37.04,50.3,51.04,46.29,51.98,102.07,121.53,78.53,39.74,74.01,74.16,102.13,120.77,79.03,77.44,63.19,55.73,68.82,60.86,65.96,59.19,54.79,66.53,46.75,47.5,73.43,59.93,23.87,48.38,54.52,34.29,29.71,26.44,33.7,17.61,73.85,73.81,33.05,42.29,74.46,31.35,16.48,29.98,44.92,27.31,30.19,186.99,96.36,49.4,75.49,35.25,23.03,12.78,34.89,24.85,38.37,29.81,27.53,19.82,18.07
Lilra5,NM_001081239.2,72.23,59.96,53.4,70.58,75.69,141.21,190.04,113.09,105.36,295.88,127.03,162.92,151.51,174.47,137.75,26.99,43.95,29.61,26.88,24.25,64.11,52.84,79.98,91.45,67.05,102.71,70.89,48.51,77.48,78.16,6.92,14.85,9.22,5.49,6.99,8.27,4.31,3.85,1.63,5.12,6.9,8.44,6.39,7.46,11.16,11.25,7.48,13.84,9.5,5.32,8.92,5.75,9.17,7.58,6.09,23.4,11.27,7.46,11.29,11.46,28.1,26.47,17.01,17.22,20.34,42.76,29.94,24.8,38.5,26.21,22.92,26.13,18.58,25.89,31.96,39.49,22.08,41.51,33.67,37.89,25.9,28.03,18.26,29.09,25.49,30.45,26.12,14.32,22.68,16.04,48.73,32.29,26.44,36.91,36.47,80.95,47.98,36.87,93.03,40.62,26.71,31.01,24.81,28.75,44.99,55.73,70.12,68.26,49.4,59.6,96.95,63.34,53.23,80.67,42.6,38.37,34.07,33.88,44.31,42.59
Litaf,NM_019980.1,294.74,298.84,311.27,322.99,234.15,545.51,760.18,460.44,460.76,598.58,681.26,575.56,783.68,660.66,638.94,257.48,213.1,216.35,191.72,188.42,240.7,238.71,454.88,424.98,384.64,431.4,368.87,423.34,400.32,442.1,956.17,982.56,1046.57,1287.68,962.98,1102.18,1144.19,1057.67,1483.19,1246.87,1386.31,1805.03,1708.41,1400.39,1381.97,1690.41,1057.24,1489.76,1792.06,1497.39,1071.18,1175.24,1159.6,1313.28,1162.06,1186.31,1274.45,1002.96,1195.41,1173.76,355.07,453.99,404.37,456.41,374.03,664.85,759.1,708.17,655.72,829.53,563.65,560.5,704.7,723.57,696.98,909.92,460.58,748.29,738.13,687.69,522.85,605.26,622.26,527.71,552.57,583.85,530.18,591.98,512.52,365.62,490.93,490.85,458.65,521.58,436.42,678.86,573.9,519.93,603.85,625.48,336.73,333.38,238.81,325.22,377.57,694.33,1628.35,1116.17,1103.3,1247.58,414.23,598.8,493.98,545.09,537.82,232.46,594.74,594.01,490.95,535.57
Lrp1,NM_008512.2,1719.51,1521.78,1785.22,1577.86,1788.07,3940.46,4866.1,3041.32,3503.49,6863.87,3551.33,4245.27,4563.64,3844.19,3317.79,511.51,726.53,616.41,427.05,479.89,1058.4,956.67,1634.57,1484.74,1003.34,2256.77,1656.03,2045.04,1695.99,1996.79,394.3,218.22,519.19,498.81,387.43,373.59,453.86,474.16,281.09,681.71,301.42,526.31,495.33,199.82,381.51,607.61,215.4,741.42,491.82,483.56,253.05,305.31,371.07,332.46,409.16,525.87,1054.01,222.77,315.67,653.04,480.24,1101.22,469.8,441.34,449.74,989,1111.35,742.61,880.5,1253.55,716.02,553.38,1090.9,1370.84,1215.72,2260.59,478.46,571.32,1630.36,1068.02,1250.39,936.56,726.63,482,887.36,886.52,1247.84,1713.87,783.14,384.86,893.43,901.62,819.49,840.95,809.96,2672.84,2417.38,1080.55,2992.18,1868.32,594.51,737.51,693.69,643.25,766.39,954.42,1324.5,1485.55,1278.95,1390.61,1031.16,1097.81,1043.33,1495.72,1150.18,649.99,911.28,930.73,950.41,929.18
Lrrn3,NM_010733.2,66.4,78.04,80.87,82.54,76.87,160.53,143.73,121.17,109.57,154.08,111.3,154.91,161.96,111.66,59.6,34.61,27.97,18.13,20.79,25.76,55.11,54.67,102.47,67.24,50.58,129.13,87.51,133.4,102.23,112.36,17.68,8,18.43,10.99,18.18,20.15,17.86,26.92,9.24,15.92,21.28,25.33,15.98,19.9,30.44,25.1,14.43,22.49,17.23,17.73,18.52,10.46,12.23,14.68,13,18.28,10.65,13.43,11.74,19.48,42.15,41.03,35.33,19.38,40.68,48.28,72.21,38.58,60.85,38.55,39.1,15.44,49.1,49.06,29.5,34.75,27.34,14.2,42.73,54.73,48.09,53.52,27.4,36.36,41.7,82.38,58.4,52.51,27.21,64.14,70.39,60.71,59.48,65.8,80.49,120.72,97.8,76.27,155.61,69.05,26.71,29.07,26.88,39.53,27.31,53.41,70.12,96.36,93.31,79.46,129.26,59.5,55.36,50.15,65.67,198.61,82.33,78.35,76.97,85.18
Lta,NM_010735.1,181.74,114.2,186.15,198.58,158.47,135.26,161.3,189.83,94.12,102.26,129.28,122.86,117.55,122.13,78.16,9.69,51.28,19.94,16.74,22.73,49.49,27.33,104.97,94.14,56.46,176.08,117.42,143.32,114.07,106.25,3.07,5.71,15.36,7.69,5.59,6.72,7.39,5.49,2.17,5.69,9.2,6.57,7.03,4.15,12.18,7.79,8.55,32.88,14.26,7.68,6.17,7.32,7.14,8.52,6.5,11.7,10.65,2.49,4.97,9.74,303.98,296.48,306.22,229.28,386.46,216.56,292.37,294.84,316.68,214.32,285.87,288.56,197.74,275.26,291.33,165.87,269.2,183.52,204.6,197.89,208.4,207.7,293.52,212.95,177.24,211.33,250.49,236.31,302.37,320.72,30.68,23.25,21.15,16.05,28.93,39.77,38.75,25.42,35.52,33.85,17.42,14.54,12.41,14.37,16.07,25.54,93.49,68.26,60.38,27.81,55.82,26.87,12.78,28.34,23.07,31.6,15.61,11.65,13.99,24.52
Ltb,NM_008518.2,4160.14,3208.2,4434.05,3112.66,3376.29,2657.69,2742.07,3815.45,2843.25,2049.34,2403.53,2441.13,2451.62,2360.02,1953.94,192.42,867.7,374.08,263.74,415.74,965.05,470.13,2144.44,1385.22,1088.04,3772.54,2952.05,3200.41,2684.96,2923.74,19.98,6.86,51.2,31.86,18.88,8.27,7.39,9.34,7.07,14.21,8.05,9.38,5.75,6.63,12.18,5.19,22.98,128.04,41.58,5.32,16.46,14.64,27.52,23.21,22.35,56.32,63.88,11.93,19.42,58.43,5913.58,4848.27,5389,3654.55,6280.56,4077.39,3994.51,4897.92,4453.43,3711.31,5014.87,4530.34,3617.75,4014.4,4417.88,2881.42,4053.76,2994.26,3519.71,4126.13,3415.77,3555.11,4207.13,3832.1,4205.13,3859.51,4293.69,3396.72,4160.63,4528.54,501.76,530.9,426.93,534.42,621.31,450.21,476.09,502.14,429.63,625.48,132.37,97.88,97.18,122.18,109.26,557.33,1036.23,794.97,691.62,814.5,481.79,391.53,315.13,422.99,496.99,279.86,471.25,322.95,358.01,418.13
Ltbr,NM_010736.3,219.02,173.21,189.2,211.74,236.52,520.24,587.7,398.51,369.45,649.03,424.95,435.34,449.31,445.48,424,127.36,121.86,99.11,88.25,87.9,184.46,131.2,217.44,180.21,189.38,278.8,225.97,226,229.22,247.92,494.22,452.43,415.76,580.12,490.23,553.41,547.46,589,605.13,561.18,566.6,673.6,544.54,574.58,604.74,559.14,446.31,473.23,566.07,521.4,424.49,402.55,424.59,482.59,416.07,441.76,457.8,422.67,527.93,493.22,173.7,288.54,213.31,159.31,184.19,353.12,435.03,325.15,356.42,302.21,300.7,239.88,351.69,468.76,426.55,513.41,199.8,238.14,388.49,370.51,332.94,284.15,284.39,188.02,278.02,376.1,347.31,353.28,266.09,102.63,281.57,275.14,281.53,370.72,230.16,525.48,653.25,366.12,580.17,503.63,232.23,268.45,282.23,247.96,347.05,373.87,779.12,658.46,543.41,556.24,337.84,343.54,308.74,366.3,326.59,322.74,231.37,220.24,216.9,189.71
Ltf,NM_008522.3,19.8,19.03,19.84,5.98,34.3,34.19,11.18,18.85,25.29,8.18,44.97,46.74,19.59,41.87,56.66,65.76,14.65,27.19,10.14,19.2,305.94,236.89,469.88,414.22,557.54,142.33,175.02,216.08,124.83,159.99,6.15,20.57,14.34,7.69,6.99,4.13,6.77,6.04,2.72,9.1,8.05,3.75,8.31,9.12,12.18,7.79,10.16,11.25,1.78,5.91,14.4,8.36,8.67,4.74,6.5,13.16,6.26,3.48,3.16,7.45,17.88,21.18,27.48,10.76,12.43,20.69,14.09,12.4,14.9,15.42,25.62,23.75,14.6,25.89,15.98,110.58,17.88,13.11,18.13,18.24,34.53,95.57,46.96,44.67,60.24,51.94,30.74,40.58,28.73,22.45,642.55,647.15,608.01,953.29,487.99,143.44,140.25,516.12,96.41,222.03,546.9,458.4,363.9,533.64,469.15,1337.58,4168.28,2617.78,2442.62,2697.79,684.5,877.09,515.28,364.12,676.26,557.45,613.2,478.6,588.9,574.29
Ltk,NM_008523.2,43.1,27.6,39.67,17.94,40.21,20.81,17.57,26.93,21.07,24.54,12.37,34.72,15.67,12.79,12.7,13.15,12.65,6.65,5.07,6.57,25.87,23.69,29.99,32.28,16.47,29.35,22.15,30.87,13.99,20.76,3.84,11.43,8.19,6.59,4.9,7.23,5.54,6.04,5.44,2.84,2.88,4.69,5.11,6.63,7.1,6.92,6.41,6.92,3.56,6.5,10.29,1.57,4.59,3.79,4.88,10.24,4.38,4.48,4.06,5.16,26.82,22.5,17.01,15.07,32.77,20.69,28.18,15.16,19.87,7.71,17.53,21.38,6.64,9.54,19.67,36.33,19.98,19.66,14.24,22.46,27.13,25.48,18.26,9.35,18.53,32.24,24.59,16.71,19.65,41.69,37.9,24.54,14.54,20.86,16.35,21.3,16.61,21.61,15.22,17.6,17.42,16.48,18.61,28.75,33.74,48.77,233.74,88.33,43.91,35.76,47,28.79,29.81,23.98,24.85,60.94,24.13,23.29,27.99,30.97
Ly86,NM_010745.2,2354.43,1857.73,2273.48,2256.14,2231.54,2824.17,2499.33,2566.07,2647.99,2697.01,2563.17,2672.16,2997.58,2785.73,2205.02,498.36,791.79,463.52,431.11,461.2,828.95,612.27,1654.56,1250.73,924.54,2377.09,1788.96,1912.75,1850.96,1908.86,202.92,49.13,458.77,279.07,115.39,89.39,80.67,152.19,37.51,286.56,190.98,196.08,163.62,95.35,139.01,234.56,117.59,926.56,539.34,115.87,141.27,119.2,312.45,234.43,156.84,621.68,562.39,88.01,217.22,446.25,1717.88,1557.85,1659.36,2199.19,1966.21,1966.97,2080.04,1957.79,2426.66,1941.23,1727.36,1358.51,1478.42,1746.93,2131.5,1854.6,1732.97,2343.19,1585.04,1827.28,1556.21,1576.22,1982.9,1872.94,1919.53,2118.7,1665.84,1869.03,2175.56,1982.04,806.79,905.5,897.47,844.16,885.42,795.32,789.8,798.33,715.49,901.67,531.81,698.75,551.03,553.41,621.79,636.28,670.04,979.66,1031.94,1108.52,778.51,752.34,821.89,839.44,894.59,602.59,773.59,734.84,688.03,646.56
Ly9,NM_008534.2,952.95,758.51,971.95,976.15,860.92,986.97,948.63,1079.74,1135.05,999.45,815.04,905.41,897.32,954.94,653.59,166.12,292.34,192.18,175.49,188.42,344.18,233.24,624.84,548.71,404.63,827.58,642.47,639.42,697.34,595.98,44.58,26.28,118.79,70.32,44.06,35.14,36.95,38.46,15.77,78.46,35.09,54.41,39.63,39.8,52.76,83.09,39.55,211.96,131.87,48.47,53.49,35.55,70.85,54.46,54.45,123.6,98.95,31.33,48.77,104.26,1090.76,930.48,1012.89,1016.17,1165.03,1041.42,996.87,1113.23,1027.05,1164.12,942.56,990.38,994.02,960.68,1015.35,767.75,983.21,1036.68,784.75,1056.79,706.58,760.72,885.78,939.07,827.12,798.77,816.02,768.62,926.77,914.05,344.74,359.1,351.59,324.18,350.9,660.4,620.03,385.18,553.11,564.56,220.62,238.41,230.54,212.02,265.1,285.63,257.11,429.61,356.79,309.91,331.97,261.02,293.84,388.1,340.79,311.45,417.31,348.36,409.32,425.88
Ly96,NM_001159711.1,404.25,275.99,402.82,367.25,398.53,719.42,656.37,651.62,606.86,993.99,587.95,630.31,754.95,714.17,505.09,107.29,181.8,120.86,104.99,104.06,213.71,169.47,347.41,247.46,254.07,441.67,314.59,351.68,354.05,310.2,358.95,286.77,331.79,296.65,344.07,329.15,342.4,320.87,362.64,355.35,435.45,424.05,430.78,447.73,439.35,453.55,344.22,392.77,402.13,374.2,334.66,286.49,336.41,322.52,260.04,383.25,246.75,283.44,322.45,355.74,333.36,369.28,414.84,273.42,367.25,630.37,741.49,615.86,570.03,790.98,569.04,416.82,579.95,656.8,674.85,483.4,412.21,464.27,501.15,602.08,416.8,456.17,566.17,427.98,480.75,607.13,428.75,374.76,411.23,400.9,194.93,196.34,189.01,229.5,182.37,372.1,322.93,174.16,367.05,299.2,145.14,128.9,127.16,141.95,136.57,229.9,483.05,365.37,356.79,297.99,249.71,253.34,246.99,252.92,278.67,203.12,229.95,160.95,184.25,185.84
Lyn,NM_010747.1,2426.65,1813,2247.54,2181.97,2485.8,2850.93,3053.49,2716.86,2868.54,3798.72,2415.9,2820.39,2932.27,2596.13,2575.29,578.65,779.13,588.61,479.8,532.43,1130.39,902,1699.55,1350.25,1199.78,2578.12,1927.42,2120.01,2183.48,1941.83,151.42,57.13,253.96,167,83.92,80.61,87.45,112.63,61.98,185.92,105.84,122.9,144.44,65.5,117.7,135.02,93.54,366.82,241.16,98.72,104.92,98.81,198.28,170.49,137.33,335.71,313.13,91.99,133.68,223.98,1144.4,1101.22,1133.29,1446.75,1298.38,1126.94,1303.32,1182.11,1619.43,1324.48,1121.91,959.51,1024.54,1245.47,1494.75,1537.08,1127.27,1423.39,1124.03,1300.99,937.18,1134.07,1141.47,1282.91,1474.69,1484.7,1152.56,1298.53,1176.23,1177.04,1584.71,1413.14,1689.2,1704.37,1541.95,1883.2,1981.88,1498.78,2185.36,1793.86,818.61,871.26,897.35,882.22,1062.02,2048.17,3194.38,2898.83,3029.95,2781.22,2291.46,1894.29,1909.93,1940.52,1700.42,1986.07,1758.68,1416.74,1421.53,1485.4
Lyve1,NM_053247.4,20.97,9.52,19.84,29.91,40.21,32.7,22.36,26.93,15.45,76.36,68.58,18.7,24.82,23.26,26.38,16.61,6.66,20.55,5.07,7.58,19.12,9.11,42.49,18.83,15.29,29.35,19.94,28.66,12.91,36.64,84.55,27.42,176.13,49.44,68.53,54.26,71.44,136.81,61.44,156.92,40.84,42.22,43.46,15.75,26.38,171.38,50.78,41.53,30.29,119.41,42.52,67.44,34.15,24.63,80.04,89.23,203.54,36.8,74.52,103.68,941.32,1671.68,951.38,664.17,1066.72,2368.36,2691.19,1408.07,2666.34,2066.12,1932.32,1432.13,1970.79,2478.68,4135.16,2104.2,1128.32,1090.21,1657.55,1786.58,1019.8,1433.51,1167.56,878.82,1465.42,1486.49,1169.47,1322.4,1068.88,631.81,25.27,14.21,15.86,33.7,17.61,48.29,38.75,7.63,30.45,20.31,18.58,5.81,6.2,19.76,17.67,32.51,46.75,40.15,54.89,31.79,41.13,21.11,21.29,19.62,15.97,22.57,11.36,22.24,20.99,20.65
Lyz2,NM_017372.3,18487.07,17326.77,18761.55,17502.44,22962.31,37797.82,41619.81,35723.05,22290.87,33955.29,34164.3,35356.37,31481.78,36039.96,25911.19,9158.7,7935.18,7018.02,5611.55,6261.85,17914.12,14951.36,28150.09,26749.49,26949.16,20566.27,20132.67,21176.92,19510.37,19613.74,2741.68,1169.93,5949.67,3913.59,2272.12,2430.68,2036.51,3640.02,1227.66,5748.21,4133.62,5593.33,4048.93,3371.22,4278.82,5709.99,2294.6,12064.27,5764.65,3502.57,2106.7,2886.34,2905.37,2394.02,3777.91,5026.83,11163.82,1671.28,2235.46,5998.83,23151.1,23706.64,30432.52,19906.79,27385.66,52335.73,58399.5,55861.11,40958.87,56044.29,40702.83,34024.45,36212.02,47037.7,37340.58,50928.86,25394.07,33759.44,32234.23,40535.68,25346.95,31646.81,28248.44,25234.34,27232.53,38956.9,28643.53,24528.93,27869.6,24355.33,40937.04,41267.89,48169.96,65306.85,40557.21,23808.47,23815.82,34942.39,26719.9,24841.92,31756.27,34566.29,30314.65,33711.25,24701.28,110605.81,242952.05,186653.34,200338.94,191038.22,87542.61,75980.93,71225.3,64135.14,69035.73,61653.95,35718.68,27040.9,32647.44,27835.49
Maf,NM_001025577.2,184.07,140.85,167.84,194.99,293.28,700.1,519.03,464.48,480.43,811.28,288.92,380.59,526.37,361.74,322.4,65.76,81.24,51.37,51.73,56.58,140.6,123.91,219.94,212.49,123.51,228.91,180.56,237.03,215.23,239.37,93.77,79.98,116.74,107.67,123.78,112.65,116.39,101.65,103.3,105.18,95.49,114.46,99.07,81.25,96.39,117.71,82.85,116.79,122.36,102.27,88.46,85.22,85.12,97.09,72.32,125.8,151.56,72.6,92.58,135.19,97.07,137.65,111.23,71.05,120.91,222.08,253.62,190.13,232.23,252.87,177.99,149.63,191.11,252.09,261.83,218,121.98,156.21,212.37,237.18,152.91,169.47,161.76,129.85,123.95,166.56,189.02,157.54,149.67,93.01,133.56,120.13,124.24,107.53,120.74,447.37,367.22,134.75,443.16,295.14,58.06,73.65,99.25,61.09,88.37,123.08,77.91,176.66,142.71,115.22,155.7,115.15,174.6,183.15,177.5,216.66,144.78,111.18,135.27,120.02
Map2k1,NM_008927.3,1085.76,883.18,1046.72,1088.59,996.92,1019.67,1062.01,1120.13,883.6,889,970.18,1017.58,1004.42,992.16,820.65,401.45,428.86,396.44,339.31,325.82,529.76,400.89,772.3,634.78,616.36,1003.66,842.97,870.93,906.11,869.55,1448.85,1353.88,1455.16,1466.77,1472.09,1747.05,1853,1472.49,1615.85,1511.25,2000.66,2266.6,1932.75,2098.52,1930.9,2245.22,1638.23,1737.19,2051.04,2022.33,1625.97,1612.29,1604.07,1649.05,1545.62,1576.87,1653.97,1398.78,1607.73,1679.58,1029.45,1058.86,984.1,989.26,1171.81,855.2,988.06,983.72,1033.26,775.57,856.26,788.5,846.71,900.72,842.03,902.02,895.93,905.6,808.06,797.16,889.09,806.59,979.71,967.12,900.11,951,934.35,1047.9,1065.86,1016.68,696.69,710.45,674.09,735.03,626.34,791.06,806.41,694.09,707.03,732.44,636.31,592.14,533.45,610.91,768,859.21,1807.55,1224.58,1311.88,1291.28,611.06,669.82,679.23,632.3,709.99,503.29,634.49,581.31,551.59,574.29
Map2k2,NM_023138.4,1114.89,1064.01,955.17,1053.9,1175.49,994.41,1046.04,907.41,970.7,1082.62,1023.02,916.09,884.25,1046.83,940.82,1164.22,1161.38,1206.23,1175.67,1248.23,1116.89,1146.18,1034.73,1040.93,1115.09,986.05,1058.97,998.82,1079.37,1106.48,1195.98,1187.07,1223.73,1080.03,1165.08,1069.62,1128.18,1093.93,1238.53,1168.97,1328.79,1341.57,1306.4,1182.33,1209.48,1165.89,1139.01,1178.31,1299.05,1377.97,1242.62,1143.87,1207.51,1252.66,1308.33,1323.08,1312.03,1182.97,1368.37,1260.83,946.43,1023.13,961.85,977.42,991.01,953.14,1012.72,986.47,1104.04,969.84,887.28,963.07,942.26,997.47,988.31,1048.94,1056.82,1038.87,941.44,905.22,950.74,981.16,1001.88,1015.94,886.2,995.77,940.49,897.52,949.45,711.99,1007.14,981.71,955.63,978.97,974.72,960.06,1037.07,933.09,855.88,958.53,822.09,847.03,837.39,887.61,1095.76,1033.37,1402.41,1216.55,1224.06,1283.34,1233.86,1032.55,1094.43,1098.9,986.88,1101.37,932.57,1050.38,1030.87,1068.56
Map2k4,NM_009157.4,486.96,383.54,384.51,450.99,448.2,490.51,351.34,452.36,427.05,445.87,414.83,381.93,408.82,426.87,373.2,411.84,430.85,465.93,415.9,453.63,425.16,380.84,394.9,384.63,446.98,478.35,461.92,447.59,362.66,383.48,476.55,369.03,409.62,414.21,461.56,680.53,682.33,717.56,598.6,597.56,658.64,574.16,665.98,539.76,645.32,620.6,446.31,506.97,576.17,604.16,535.59,481.49,519.91,536.11,449.79,506.12,399.56,548.97,567.67,516.13,426.6,394.43,393.9,400.44,397.76,430.36,417.42,392.66,437.15,388.55,457.12,359.81,387.52,416.97,409.34,480.24,330.19,340.83,418.27,415.42,379.8,363.16,450.07,392.66,414.72,428.04,374.97,307.92,521.59,359.2,480.1,488.27,481.12,521.58,511.89,484.29,470.56,479.25,487.14,429.17,427.3,399.29,385.61,506.69,538.24,466.76,1301.13,947.54,806.89,786.69,543.49,483.65,423.72,457.87,415.34,376.9,511,451.07,440.8,498.15
Map3k1,NM_011945.2,1743.98,1131.58,1695.19,1520.44,1571.66,906.71,900.72,1186.1,1303.63,871.28,668.9,759.85,709.23,695.56,643.82,812.6,738.51,835.78,568.56,742.07,1080.9,814.53,1097.21,1011.34,901.01,1590.6,1197.44,1253.48,1308.58,1223.72,329.74,303.91,331.79,343.9,316.8,377.73,434.15,234.06,345.24,285.42,287.04,379.96,306.15,288.54,300.34,429.31,409.96,424.78,391.44,357.06,384.72,380.07,370.56,400.66,331.96,341.56,343.82,262.55,302.13,385.52,1240.19,1171.37,1444.74,1208.85,1186.5,649.68,850.68,867.99,1017.11,733.94,736.25,679.25,662.24,824.41,797.78,684.02,913.8,754.85,682.45,826.63,731.24,788.75,956.23,973.35,958.03,1208.9,1037.31,1031.19,1044.69,1254.01,1100.99,926.16,1071.94,885.89,1159.6,417.54,514.85,630.53,490.52,506.34,467.94,416.73,434.2,411.46,510.93,845.28,841.45,871.26,1086.83,977.4,1354.31,1032.55,1192.38,1022.59,956.71,1338.34,1125.61,957.2,901.43,1094.37
Map3k5,NM_008580.4,731.61,611.95,837.68,760.82,710.74,567.81,624.43,693.35,834.43,545.4,537.37,514.13,508.09,588.55,443.54,149.51,203.11,149.87,118.68,123.76,318.31,205.91,499.87,433.05,317.59,736.61,623.64,611.86,613.4,589.88,167.56,169.09,174.09,198.87,183.22,252.68,274.66,270.32,296.31,293.95,300.27,359.32,305.51,282.73,302.37,338.43,151.26,240.51,275.02,297.35,198.19,170.43,151.89,151.55,180.81,206.25,195.4,140.23,177.93,186.75,574.75,540.02,600.67,603.89,614.72,452.43,468.49,446.39,607.29,379.3,461.17,377.63,420.7,509.64,448.67,546.59,493.18,549.48,533.52,602.08,471.05,502.05,596.17,542.25,573.43,642.95,648.51,613.46,566.95,586.91,602.84,579.98,663.52,744.66,582.32,560.98,601.58,527.56,767.92,636.31,290.29,368.27,346.33,289.28,303.66,1075.17,1682.89,1674.26,1487.53,1529.67,1180.98,871.34,926.22,935.37,820.04,683.84,623.13,406.6,437.3,517.5
