Gene,NM_ID,S0_Ms1-10,S0_Ms1-7,S0_Ms1-8,S0_Ms1-9,S0_Ms1-5,S2_Ms2-4,S2_Ms2-6,S2_Ms2-8,S2_Ms2-10,S2_Ms2-7,S5_Ms3-4,S5_Ms3-3,S5_Ms3-7,S5_Ms3-8,S5_Ms3-10,S8_Ms4-1,S8_Ms4-2,S8_Ms4-3,S8_Ms4-4,S8_Ms4-6,S12_Ms5-1,S12_Ms5-2,S12_Ms5-3,S12_Ms5-4,S12_Ms5-5,S16_Ms6-1,S16_Ms6-2,S16_Ms6-4,S16_Ms6-5,S16_Ms6-6,T0_Ms1-10,T0_Ms1-7,T0_Ms1-8,T0_Ms1-9,T0_Ms1-5,T2_Ms2-4,T2_Ms2-6,T2_Ms2-8,T2_Ms2-10,T2_Ms2-7,T5_Ms3-4,T5_Ms3-8,T5_Ms3-10,T5_Ms3-7,T5_Ms3-3,T8_Ms4-1,T8_Ms4-2,T8_Ms4-3,T8_Ms4-4,T8_Ms4-6,T12_Ms5-1,T12_Ms5-2,T12_Ms5-3,T12_Ms5-4,T12_Ms5-5,T16_Ms6-1,T16_Ms6-2,T16_Ms6-4,T16_Ms6-5,T16_Ms6-6,L0_Ms1-10,L0_Ms1-7,L0_Ms1-8,L0_Ms1-9,L0_Ms1-5,L2_Ms2-4,L2_Ms2-6,L2_Ms2-8,L2_Ms2-10,L2_Ms2-7,L5_Ms3-4,L5_Ms3-3,L5_Ms3-7,L5_Ms3-8,L5_Ms3-10,L8_Ms4-1,L8_Ms4-2,L8_Ms4-4,L8_Ms4-6,L8_Ms4-3,L12_Ms5-1,L12_Ms5-2,L12_Ms5-3,L12_Ms5-4,L12_Ms5-5,L16_Ms6-1,L16_Ms6-2,L16_Ms6-4,L16_Ms6-5,L16_Ms6-6,B0_Ms1-10,B0_Ms1-7,B0_Ms1-9,B0_Ms1-5,B0_Ms1-8,B2_Ms2-4,B2_Ms2-6,B2_Ms2-10,B2_Ms2-7,B2_Ms2-8,B5_Ms3-4,B5_Ms3-8,B5_Ms3-7,B5_Ms3-3,B5_Ms3-10,B8_Ms4-2,B8_Ms4-1,B8_Ms4-3,B8_Ms4-4,B8_Ms4-6,B12_Ms5-1,B12_Ms5-2,B12_Ms5-4,B12_Ms5-5,B12_Ms5-3,B16_Ms6-1,B16_Ms6-2,B16_Ms6-5,B16_Ms6-6,B16_Ms6-4
Map3k7,NM_009316.1,512.59,565.31,514.2,477.31,404.45,489.03,466.33,418.7,398.95,439.05,484.53,460.72,492.41,458.28,495.32,454.06,510.1,512.47,417.92,519.3,379.05,437.33,424.89,473.39,432.86,490.09,502.9,467.44,349.74,470.19,511.9,548.41,479.25,437.29,488.83,565.3,523.45,559.88,523.03,547.53,581.56,586.35,579.7,573.75,580.39,615.4,506.17,486.2,539.34,615.98,546.56,520.7,494.42,478.8,599.72,536.84,517.3,535.54,474.64,538.47,556.87,534.73,505.14,498.4,549.18,539.33,582.97,443.64,470.68,508.82,539.38,510.63,481.75,520.54,495.38,484.98,466.89,414.02,476.55,517.87,480.92,531.35,495.72,468.5,485.38,469.23,493.3,429.66,462.63,490.7,391.66,423.68,339.69,359.49,379.83,349.37,328.47,354.67,321.38,387.2,313.51,309.16,301.87,375.53,454.69,390.13,631.08,489.83,494.01,607.9,352.53,339.71,325.77,372.84,388.72,227.95,378.99,410.83,412.82,452.98
Map4k2,NM_009006.2,616.27,411.14,553.87,614.88,597.21,399.84,309.82,437.55,608.26,379.05,320.4,363.23,292.57,339.64,289.18,125.28,159.16,116.63,109.05,119.22,236.2,169.47,302.42,317.39,245.84,561.99,495.15,555.63,445.52,384.7,37.66,35.42,30.72,49.44,41.26,58.91,73.28,59.34,47.3,55.15,52.92,60.98,49.85,44.77,57.84,44.14,38.48,49.31,49.3,44.93,42.52,37.64,43.84,43.57,34.54,38.76,43.84,36.3,46.52,46.4,669.27,557.23,687.04,608.19,691.56,463.47,403.33,405.06,659.45,399.35,517.8,502.32,477.77,478.29,384.75,451.8,495.28,476.29,416.98,465.94,330.48,363.16,478.76,468.5,377.65,548.03,450.27,389.08,539.73,349.58,539.67,545.11,574.96,654.79,563.45,359.31,374.6,408.07,548.03,383.14,319.32,331.45,320.48,278.5,303.66,752.39,1464.74,1341.01,1311.88,1176.06,940.09,712.04,766.53,582.15,656.74,638.7,498.22,384.36,448.97,424.59
Mapk1,NM_011949.3,1748.64,1697.84,1710.45,1896.07,1712.39,1785.17,1601.81,1748.86,1872.56,1730.28,1724.52,1663.92,1664.02,1722.61,1623.72,1901.37,1785.35,1940.48,1859.36,1914.52,1910.97,1749.34,1652.07,1933.92,1764.38,1973.58,1896.4,1992.12,2014.53,1817.26,1581.06,1514.97,1482.81,1615.1,1528.04,1522.79,1438.55,1401.06,1519.62,1424.83,1631.36,1669.93,1541.6,1523.93,1574.75,1638.47,1621.13,1465.53,1704.15,1622.71,1594.42,1485.26,1625.99,1672.73,1490.36,1620.76,1493.65,1626.52,1824.05,1610.27,1554.39,1601.53,1747.04,1556.55,1655.46,1471.78,1571.03,1715.31,1710.09,1458.62,1506.21,1487.95,1413.39,1665.17,1738.14,1450.19,1546.84,1575.24,1471.08,1540.98,1384.8,1633.56,1918.97,1755.56,1766.62,1509.78,1676.6,1749.68,1936.69,1440.02,1646.07,1839.41,2001.13,1847.2,1933.09,1424.47,1144.1,1440.31,1395.45,1371.46,1582.65,1423.67,1596.22,1755.46,2215.63,1678.94,2103.62,1915.16,1987.03,1915.07,1586.4,1604.49,1735.33,1635.27,1549.55,2058.29,1948.89,1977.93,1857.67,1795.13
Mapk11,NM_011161.5,236.49,173.21,254.81,205.76,214.05,115.94,148.52,129.25,171.38,69.54,92.18,88.14,79.67,77.93,81.09,14.54,42.62,13.9,14.71,27.28,46.12,40.09,64.98,64.55,45.87,189.29,144,120.17,137.75,113.58,55.34,45.7,45.06,60.43,54.55,50.12,41.88,40.66,42.95,35.25,36.81,32.84,30.04,30.68,29.43,38.95,47.57,45.85,40.39,44.93,63.09,62.21,42.82,50.2,51.6,44.61,55.74,53.7,48.32,40.1,330.8,320.31,289.21,342.31,324.31,151.73,176.12,199.77,281.91,129.52,202.27,179.31,159.26,192.14,217.58,129.54,227.14,164.95,167.05,189.46,157.84,152.91,174.81,174.52,173.77,261.48,193.63,198.12,222.24,218.09,50.54,43.92,44.94,56.17,62.89,68.17,110.72,64.83,87.96,69.05,17.42,18.41,20.68,17.97,33.74,25.54,38.96,36.14,32.93,55.62,70.51,44.14,44.71,34.89,44.37,38.37,44,60.35,30.32,38.72
Mapk14,NM_001168513.1,1990.95,1883.43,2059.86,1937.94,1944.17,2373.79,2385.94,2125.83,2560.89,2851.08,2345.07,2525.26,2633.17,2487.96,2021.35,1490.23,1384.46,1408.08,1384.12,1430.59,1753.51,1545.25,1844.51,2138.35,1949.05,2249.44,2028.22,2078.11,2145.82,2074.95,1221.34,1128.8,1255.47,1167.92,1130.12,1185.88,1146.66,1220.85,1200.47,1187.74,1154.49,1228.99,1151.09,1084.5,1080.61,1210.9,1220.26,1243.2,1303.8,1227.82,1217.93,1131.32,1297.73,1354.95,1337.59,1242.63,1379.04,1275.96,1383.28,1296.92,1319.38,1357.99,1451.29,1270.21,1445.28,1455.23,1352.64,1536.2,1413.27,1535.71,1378.11,1204.13,1292.62,1524.82,1344.79,2091.56,1266.08,1431.04,1597.98,1743.08,1213.4,1415.67,1518.48,1368.09,1590.53,1268,1390.76,1291.37,1393.93,1080.82,2165.89,2276.01,2063.26,2571,2087.79,2278.02,1943.13,2228.47,2510.12,2259.59,1759.14,1789.03,1860.87,1859.67,2156.18,3118.7,5212.29,4673.46,4418.68,4835.35,2376.66,2418.25,2295.32,2311.18,2362.49,1584.34,2086.57,1903.81,1966.12,1948.7
Mapk3,NM_011952.2,728.11,582.44,643.9,582.58,804.16,969.14,782.54,764.71,779.65,1172.61,780.19,856,781.07,743.25,650.66,600.11,480.13,505.21,431.11,473.83,779.46,739.82,892.27,739.68,743.39,808.51,748.81,758.48,728.55,893.98,761.71,843.17,614.42,794.36,898.64,847.43,913.88,713.72,786.72,760.74,787.49,885.63,798.28,783.52,743.75,999.7,692.71,763.91,724.67,942.3,806.47,684.34,639.69,760.59,727.71,705.79,781.58,707.59,718.06,820.89,674.38,770.32,681.8,513.47,583.08,704.85,915.85,706.79,702.91,758.61,722.77,613.94,712.67,911.62,618.31,1045.78,449.02,587.71,826.19,850.49,757.14,722.49,579.21,506.93,532.88,737.87,772.99,646.88,713.6,477.87,1276.07,1165.13,1323.07,1500.55,1189.79,1197.24,996.48,1153.01,1277.05,1146.72,1024.13,1045.7,1071.04,1051.12,1185.74,2008.69,4168.28,3432.83,3249.51,3186.49,1662.78,1610.25,1426.59,1358.36,1551.32,1439.9,1144.07,951.91,987.73,1078.88
Mapk8,NM_016700.3,456.67,425.41,445.54,448.6,437.56,535.11,562.15,612.57,560.5,649.03,453.05,490.1,492.41,526.9,390.79,200.04,253.72,238.1,202.37,180.84,293.56,236.89,307.42,328.15,251.72,443.14,367.76,400.19,358.35,406.69,202.92,172.52,202.76,180.19,183.92,212.37,211.84,175.82,204.43,181.37,165.09,227.04,185.99,242.93,187.71,202.54,237.32,207.63,194.83,187.4,224.93,191.34,204.9,197.02,200.72,200.4,185.37,199.9,187.87,205.65,291.21,345.45,321.93,294.95,298.32,332.43,272.99,305.86,372.57,306.83,292.61,347.94,284.01,347.48,275.35,301.73,272.35,316.8,315.97,296.13,297.18,317.28,328.74,354.23,324.36,361.77,361.14,310.31,328.07,372.03,303.22,232.51,280.21,245.54,318.2,308.19,335.85,235.18,324.76,303.26,271.71,236.47,250.18,255.14,319.73,294.92,335.02,365.37,367.77,329.77,358.41,282.13,334.29,337.96,347.89,334.02,246.98,282.71,248.39,269.72
Mapkapk2,NM_008551.1,780.54,638.6,741.55,689.04,733.2,958.73,1127.49,881.83,811.96,1178.07,1119.7,1156.47,1004.42,1192.22,979.9,517.74,416.2,432.09,384.96,444.53,557.88,437.33,809.79,642.85,661.05,873.07,808.63,858.81,756.52,871.99,771.7,618.1,728.09,768,725.21,655.72,705.73,658.22,683.42,680.57,713.29,791.81,785.5,675.74,740.7,842.17,656.9,814.95,849.4,831.16,686.46,722.5,750.3,742.6,745.99,777.47,849.22,733.95,772.25,820.31,762.51,823.27,793.04,848.24,856.54,1020.73,1076.12,1014.03,977.37,1082.4,1082.8,961.88,1051.09,1178.7,1097.71,1154.78,859.12,1144.83,940.14,1141,863.19,948.03,977.1,970.23,955.71,990.4,971.23,997.77,895.02,795.38,929.53,995.92,1001.89,1099.33,960.89,1180.2,978.02,1003,1102.83,1102.04,932.4,1117.42,1218.87,1094.24,1428.35,1332.94,1854.3,1846.9,1685.13,1696.55,931.27,1072.86,936.87,1002.96,969.13,783.14,963.8,842.84,853.62,876.27
Marco,NM_010766.2,1968.82,1786.35,2174.3,1544.37,1989.11,4661.37,4906.03,4246.27,4222.74,15653,4170.77,4994.44,3614.08,4602.55,3296.3,839.59,938.96,651.46,531.53,642.05,848.07,960.31,1319.65,1022.1,909.24,1816.57,1588.46,1651.47,1425.88,1531.48,14.6,6.86,74.75,32.96,9.09,9.3,22.79,9.34,27.18,106.32,6.9,6.57,8.31,7.46,15.22,16.45,18.17,19.9,19.01,12.41,7.54,5.23,17.33,9.47,6.5,19.75,18.79,10.44,4.97,36.66,1616.98,1524.76,2151.41,777.2,2567.37,2514.58,4170.64,4282.06,3700.84,4900.1,5356.03,4600.4,4278.66,6869.17,6208.88,2036.27,2337.61,2256.89,3407.05,5288.18,2645.06,4072.44,3214.38,2628.14,3951.43,2944.33,3588.32,2804.74,3097.8,1536.24,34.29,34.88,21.15,12.84,33.96,269.84,254.66,88.99,3135.96,166.52,44.12,65.9,41.35,91.64,30.53,23.22,38.96,32.12,38.42,23.84,41.13,28.79,25.55,28.34,19.52,24.83,26.97,48.71,18.66,23.23
Masp1,NM_008555.2,18.64,14.28,19.84,19.14,16.56,19.32,7.99,24.23,21.07,34.09,17.99,14.69,19.59,16.28,12.7,7.61,11.32,6.04,5.58,8.59,14.62,12.76,29.99,29.59,12.94,14.67,21.05,17.64,7.53,19.54,11.53,4.57,20.48,19.78,10.49,7.75,13.55,12.64,7.07,13.08,10.35,21.58,19.81,11.61,16.23,12.12,4.28,19.9,5.94,11.82,12.34,9.93,8.16,6.16,12.19,9.51,15.66,6.46,6.77,17.19,16.6,31.77,19.63,22.61,20.34,16.55,28.18,30.31,27.32,18.5,25.62,19,17.25,23.17,31.96,41.07,13.67,19.66,33.67,16.84,38.23,28.03,15.65,15.58,15.06,16.12,13.83,26.26,25.7,22.45,25.27,9.04,7.93,14.44,6.29,18.46,7.38,7.63,20.3,13.54,8.13,6.78,5.17,7.19,17.67,13.93,54.54,32.12,49.4,7.95,29.38,17.27,12.78,23.98,17.75,24.83,14.19,6.35,8.16,7.74
Masp2,NM_010767.3,11.65,8.57,13.73,17.94,17.74,23.78,28.75,21.54,19.67,24.54,13.49,13.35,11.76,19.77,12.7,11.07,7.33,10.88,4.06,5.56,11.25,18.22,22.49,10.76,16.47,20.54,16.62,13.23,3.23,12.21,6.15,8,9.22,7.69,5.59,5.68,6.16,6.04,2.72,5.69,6.33,4.69,7.67,6.63,7.1,4.33,5.88,12.11,5.94,7.09,13.72,2.09,4.59,5.68,4.06,9.51,5.01,3.48,5.87,8.59,35.76,27.8,20.94,12.92,19.21,20.69,36.99,28.93,38.5,30.84,36.41,26.13,21.23,27.25,27.04,37.91,18.93,14.2,12.95,30.88,23.43,22.94,15.65,14.54,15.06,17.91,12.29,19.1,24.19,38.49,19.85,16.79,15.86,12.84,15.09,18.46,9.23,16.53,20.3,9.48,15.09,6.78,5.17,14.37,16.07,34.83,93.49,28.11,38.42,11.92,38.19,24.95,14.9,13.08,8.87,15.8,14.19,9.53,15.16,6.45
Mavs,NM_144888.1,352.99,353.08,347.89,305.05,424.55,490.51,482.3,457.75,470.6,542.67,377.73,407.3,410.13,417.57,442.57,398.69,310.99,398.25,310.91,433.92,442.03,358.98,434.89,309.32,422.28,381.51,344.5,452,384.18,457.98,215.21,218.22,194.57,183.48,230.08,271.8,301.75,307.13,259.88,304.75,306.6,347.12,312.54,301.8,323.68,350.55,194.02,253.48,244.72,291.44,230.42,219.05,216.12,180.44,231.6,209.91,253.64,211.83,183.8,227.42,298.87,297.81,300.99,257.27,342.39,340.7,433.27,365.11,315.44,388.55,300.7,293.31,329.13,335.21,387.21,330.16,271.3,249.07,353.52,373.32,295.95,263.77,270.04,233.73,311.62,352.82,359.6,303.15,270.62,250.16,407.91,427.56,396.53,385.17,403.72,512.7,481.63,308.91,455,403.45,268.23,239.38,271.89,256.94,343.83,366.91,490.84,521.95,477.55,488.7,373.1,403.04,398.17,390.28,360.32,426.55,396.02,370.6,401.15,460.72
Mbl2,NM_010776.1,15.14,9.52,9.15,5.98,9.46,11.89,12.78,9.42,5.62,10.91,5.62,14.69,10.45,10.47,4.88,9,8.66,3.63,3.55,6.57,19.12,9.11,22.49,8.07,5.88,10.27,8.86,6.61,4.3,8.55,4.61,9.14,4.1,1.1,6.29,4.65,1.23,4.4,5.44,6.82,5.75,3.75,8.95,5.8,13.19,5.19,2.14,6.92,4.16,4.73,6.17,1.05,5.61,4.74,4.06,6.58,6.26,1.99,3.16,4.58,12.77,7.94,7.85,6.46,5.65,15.17,19.37,8.27,4.97,10.79,17.53,8.31,11.94,9.54,9.83,9.48,10.52,9.83,11.65,1.4,11.1,14.02,11.74,5.19,9.27,10.75,4.61,9.55,15.12,19.24,25.27,9.04,9.25,8.02,6.29,12.78,11.07,7.63,5.07,6.77,8.13,4.85,9.3,8.98,9.64,18.58,31.16,32.12,16.47,23.84,41.13,15.35,21.29,8.72,10.65,20.31,5.68,1.06,9.33,10.32
Mcam,NM_023061.2,194.55,182.73,212.09,206.95,244.8,474.16,624.43,286.76,302.03,580.85,392.34,387.27,458.45,368.72,320.45,111.44,137.85,102.74,76.08,96.48,138.35,140.31,304.92,153.32,159.97,250.92,219.33,207.26,180.79,188.08,1056.09,872.88,1094.7,1326.14,942,1929.45,2267.45,2369.72,1766.45,2355,1128.61,1498.25,1928.91,1166.58,1271.37,1729.36,760.06,1037.29,1059.08,1507.44,1065.69,1227,787,1103,1201.07,793.56,933.76,1166.56,850.83,1006.49,316.75,612.82,164.89,305.71,239.56,506.23,656.95,384.39,434.66,373.14,380.26,365.75,538.81,468.76,330.67,777.23,238.7,266.54,742.01,398.58,652.32,510.97,275.26,251.39,300.04,519.38,653.12,1012.09,405.18,323.93,113.71,126.59,87.24,70.61,106.9,257.06,212.21,172.89,235.11,242.34,116.11,130.83,124.06,100.62,208.87,183.45,514.22,252.95,268.96,294.01,223.27,178.49,206.54,215.86,186.37,103.82,133.43,100.59,122.45,100.66
Mef2c,NM_001170537.1,1803.39,1419.95,2093.43,1756.11,1220.43,646.59,680.33,996.27,1049.36,561.76,863.38,834.63,799.35,863.05,619.4,252.64,400.22,257.44,207.95,219.74,364.42,278.8,767.3,583.67,414.04,1545.11,1209.62,1287.66,1252.62,1182.2,544.95,431.87,459.79,476.84,514.01,392.19,447.7,519.77,324.58,361.04,485.5,501.92,387.96,338.28,511.39,502.88,406.22,574.45,573.79,472.92,496.5,559.91,605.03,561.21,540.8,502.46,507.9,635.99,455.67,550.5,1814.95,1613.44,1940.72,2031.26,1869.03,471.74,480.82,761.9,1296.54,433.27,632.42,482.13,410.08,570.96,578.97,500.77,1275.54,723.17,549.06,543.13,656.02,769.64,1331.93,1490.67,1203.62,1534.85,1103.39,1604.07,1570.82,1994.87,633.52,538.65,426.93,455.78,505.6,729.99,444.72,359.76,417.79,617.36,355.31,348.89,266.73,318.03,355.08,325.11,405.14,517.94,406.19,441.02,270.27,297.48,285.32,318.33,356.77,295.65,732.43,532.6,718.35,490.4
Mefv,NM_001161790.1,143.29,80.9,143.43,126.8,136,167.96,210.81,208.68,167.17,134.99,214.72,257.73,181.55,179.12,256.94,89.29,63.93,47.74,50.21,54.56,104.6,85.64,139.96,131.8,117.63,105.65,104.12,125.68,91.47,120.91,12.3,5.71,26.63,13.18,11.89,5.68,9.24,8.79,3.26,13.65,8.63,6.57,18.53,6.63,14.21,16.45,17.64,50.18,22.57,5.32,13.72,9.93,14.27,10.42,21.13,24.87,31.31,9.45,14.45,24.06,85.57,92.65,86.37,90.42,74.58,179.32,172.6,136.4,116.74,188.11,182.04,163.88,103.52,130.82,216.35,274.87,111.47,205.37,152.81,216.13,104.82,119.78,130.45,70.64,157.55,182.68,102.96,42.97,80.13,80.18,227.42,178.26,165.22,256.78,182.37,139.18,217.75,205.94,197.9,222.03,257.78,284.93,298.77,307.25,343.83,336.72,514.22,493.85,439.12,488.7,232.08,243.74,193.76,233.3,181.05,135.41,147.62,101.65,135.27,122.6
Mertk,NM_008587.1,791.02,663.34,785.8,765.6,897.58,2187.99,2315.67,1529.41,1918.91,2972.43,1378.26,1637.22,1978.79,1757.51,1279.83,186.88,284.35,204.26,169.91,194.48,535.39,422.76,862.27,683.19,482.26,1019.8,763.21,835.66,796.34,826.81,38.43,38.85,55.3,47.24,48.25,67.17,75.13,74.17,66.33,104.05,66.15,100.38,77.97,66.33,82.19,88.29,37.95,131.5,88.5,56.75,44.58,36.07,45.36,37.89,55.26,79.72,77.03,36.8,42,73.32,212.02,264.72,231.63,130.25,230.52,628.99,676.32,451.9,540.22,1051.56,369.47,256.5,433.97,491.92,517.51,336.48,182.97,276.38,326.33,435.07,231.83,261.22,275.26,249.31,293.08,435.2,318.11,272.12,231.31,211.67,319.47,241.55,306.65,263.2,276.7,1033.92,1310.18,364.84,1035.17,835.33,184.62,194.8,222.27,177.88,239.4,215.96,264.9,305.14,362.28,270.18,249.71,270.61,276.8,305.25,294.65,261.8,369.05,325.07,352.18,356.19
Mfge8,NM_008594.2,1561.07,1394.25,1528.88,1352.97,1266.55,3125.91,3293.04,2650.89,1777.03,2117.52,1866.16,2139.33,2109.41,2183.22,1558.27,203.5,436.18,322.1,255.12,300.06,485.9,328,824.78,785.4,535.2,1370.5,1116.57,1177.41,1210.65,994.12,142.96,132.53,119.81,167,144.06,197.91,220.46,194.5,209.32,242.21,207.08,244.86,295.28,257.03,226.27,314.19,153.94,162.64,197.8,276.66,181.04,181.93,154.44,152.97,188.53,142.62,199.78,138.73,139.55,195.91,1518.63,1744.48,1684.22,1038.77,1761.68,2424.92,3059.29,2539.2,2023.04,2846.31,1963.34,1750.39,1784.99,2189.8,1755.35,1165.84,1354.41,1002.82,1351.94,1768.34,1309.58,1634.84,1360.63,1369.13,1479.32,2210.04,1509.09,1601.68,1610.13,1289.29,63.17,37.46,44.94,41.73,60.37,105.1,70.12,68.65,147.16,86.65,36,43.61,46.52,19.76,30.53,53.41,70.12,56.21,87.82,63.57,44.07,47.98,51.1,76.31,42.6,65.45,66.71,66.71,61.81,63.24
Mif,NM_010798.2,1247.69,1275.29,1075.71,1126.87,1446.31,1419.52,1648.12,1559.03,1199.67,1487.58,1387.26,1233.92,1132.42,1320.17,1706.77,1070.08,1186.68,940.33,1105.17,1101.23,1017.91,1073.29,1027.23,995.2,924.54,1063.82,1199.65,1184.03,1228.95,1264.02,10278.02,10585.38,8444.23,9965.26,10117.21,10415.12,11787.4,7719.58,10634.06,8916.26,10967.95,10596.55,10488.87,11884.68,10372.87,11648.49,11877.06,8765.52,10027.11,11999.19,10652.11,10177.73,9475.07,10432.33,10498.76,9542.42,10238.83,9802.9,10452.02,11348.05,1518.63,1138.28,1142.45,1691.1,1357.14,1762.82,1509.39,1419.09,1236.93,1366.11,1438.79,1926.14,1800.91,1430.79,1524.26,1186.38,1573.13,1603.64,1091.65,1221,1331.78,1529.08,1324.1,1483.39,1319.46,1776.63,1247.84,1320.02,1428.71,1517,1357.29,1050.17,1185.61,1290.31,1187.27,2519.46,3210.87,2064.48,2586.23,2695.53,1440.99,1502.17,2529.75,1674.6,3198.92,1161.09,1215.42,1377.15,1246.01,1235.66,1272.05,1441.35,1213.67,1264.61,1348.98,1437.64,1144.07,1090.62,1197.63,1160.19
Mill2,NM_153760.2,92.03,77.09,119.01,63.4,85.15,172.42,124.57,133.28,96.93,186.8,97.81,120.19,122.78,117.48,93.79,29.07,32.63,23.57,15.72,26.77,68.61,38.27,94.97,75.31,55.28,102.71,74.22,78.27,61.34,76.94,36.13,39.99,57.35,39.55,39.16,44.96,32.02,28.02,19.57,47.19,48.89,45.03,36.43,41.46,39.57,66.65,42.76,61.42,92.66,59.71,43.2,25.62,46.89,36.47,40.23,62.17,58.87,22.38,33.87,67.02,75.36,80.74,61.51,41.98,67.8,147.59,149.71,111.6,65.82,103.31,90.35,48.69,72.99,91.3,88.51,120.06,31.55,51.34,107.48,75.79,81.39,72.63,73.05,54.02,45.18,85.97,73.76,64.45,71.06,60.94,55.95,45.21,54.19,60.98,42.76,99.42,108.87,36.87,99.8,77.17,41.8,34.89,45.49,35.94,44.99,53.41,132.45,108.41,93.31,91.38,96.95,42.22,72.39,67.59,49.7,83.51,48.26,36,52.48,37.43
Mme,NM_008604.3,74.56,67.57,114.44,78.95,95.79,200.66,124.57,160.21,147.5,197.71,83.19,129.53,126.7,108.17,85.97,21.46,31.3,34.45,18.26,17.68,35.99,41.91,39.99,67.24,24.7,90.98,77.54,72.76,83.94,92.82,10.76,17.14,16.38,12.09,9.79,19.64,18.47,17.58,15.22,9.67,9.2,15.95,10.23,6.63,11.16,17.31,12.83,10.38,7.13,12.41,22.63,13.07,9.17,5.68,11.78,13.9,15.03,6.96,8.58,26.92,88.13,182.65,95.53,143.17,88.14,184.83,239.53,219.06,104.32,137.23,153.72,216.13,307.89,231.65,178.24,105.84,97.79,123.44,264.17,192.27,226.9,146.54,86.1,116.34,107.73,161.19,275.08,260.18,146.65,189.22,189.51,179.55,157.29,147.65,133.32,267,226.98,114.41,387.34,181.42,81.28,99.82,139.57,75.46,93.19,134.69,77.91,120.45,142.71,115.22,135.14,130.51,229.96,224.58,173.95,144.44,173.17,176.83,157.43,139.38
Mmp9,NM_013599.2,92.03,68.52,68.66,65.79,104.07,295.79,380.09,210.02,178.41,298.61,111.3,105.5,37.88,80.26,206.14,113.51,63.93,63.45,65.93,69.21,354.3,276.98,584.85,586.36,801.03,253.85,337.85,296.56,187.25,236.93,11.53,14.85,15.36,7.69,16.78,11.37,16.01,10.44,13.59,11.37,8.05,15.01,46.66,9.95,19.28,23.37,8.55,10.38,12.47,15.37,10.97,9.93,14.78,12.31,13.81,19.02,21.92,11.93,18.06,36.66,42.15,54.27,62.81,22.61,37.29,57.93,105.67,62,43.47,52.42,78.21,71.25,39.81,62.68,65.15,1600.26,34.7,456.62,273.24,485.59,119.61,147.81,144.8,114.27,276.87,245.36,147.53,78.77,120.95,76.97,2593.65,2635.11,2732.06,3692.8,2494.03,2354.72,2018.79,2490.35,2983.73,2393.62,532.97,448.71,414.56,528.25,454.69,6314.03,18652.06,12799.82,12460.12,12082.43,3619.33,4615.78,3287.55,4011.85,3560.59,1940.93,2195.87,1816.99,1903.15,2023.55
Mnx1,NM_019944.1,12.81,14.28,12.21,5.98,13.01,8.92,4.79,17.5,14.05,19.09,14.61,8.01,7.84,12.79,8.79,5.54,7.99,6.65,4.06,8.08,22.5,10.93,27.49,13.45,3.53,8.8,13.29,11.02,9.69,8.55,4.61,6.86,7.17,7.69,3.5,4.65,5.54,2.2,1.63,3.98,5.75,2.81,9.59,2.49,6.09,6.92,3.74,9.52,5.35,7.09,4.11,5.75,4.08,3.32,5.69,3.66,4.38,3.48,2.26,8.02,15.33,15.88,18.32,13.99,11.3,23.45,14.09,4.13,16.14,15.42,16.18,7.13,10.62,10.9,2.46,17.38,11.57,13.11,9.06,12.63,6.17,14.02,13.05,13.5,10.43,16.12,9.22,11.94,15.12,9.62,12.63,6.46,5.29,9.63,8.8,7.1,16.61,7.63,5.07,9.48,5.81,3.88,3.1,14.37,20.89,11.61,31.16,4.02,5.49,11.92,17.63,19.19,14.9,17.44,7.1,33.85,4.26,7.41,8.16,7.74
Mpo,NM_010824.2,90.87,153.22,103.76,166.28,797.06,55,27.15,92.9,443.91,27.27,3305.13,1245.94,1522.95,2905.53,1602.23,10313.23,1939.18,4856.95,3372.81,4237.21,5325.76,3965.16,5166.14,4846.92,5713.07,2679.37,4282.42,4609.33,2477.27,3673.61,6.92,6.86,12.29,7.69,6.29,7.23,4.93,7.69,6.52,9.1,12.08,8.44,7.03,9.12,13.19,15.58,6.95,192.92,46.33,8.28,8.23,9.41,12.23,6.16,16.25,8.78,11.9,11.93,7.68,10.88,37.04,80.74,427.93,31.22,23.73,27.59,12.33,11.02,57.13,7.71,168.56,85.5,45.12,113.1,63.92,1881.46,282.87,1246.43,821.01,1251.87,1012.4,2440.15,502.25,646.13,1999.46,825.63,441.05,372.37,411.23,137.91,19671.65,16474.61,19514.36,21824.59,17287.15,15872.31,10928.04,18699.84,14421.34,17112.75,39825.09,49016.14,48226.58,45354.41,54053.94,12423.71,15535.59,19826.07,22071.43,18034.24,6248.64,8538.71,7379.96,7631.24,9270.67,16852.26,18208.52,14190.7,15482.93,15304.42
